,StimOff_LSTN,StimOn_LSTN,Rebound_LSTN,StimOff_RSTN,StimOn_RSTN,Rebound_RSTN
0,0.37728895374940435,0.5970557219137428,0.8589267511705483,0.20304157128307493,0.11761392036696369,0.22112624344618292
1,1.9119707083588577,2.370553000279978,3.930661590752531,0.8105026795774485,0.5445807057604448,1.333687172216738
2,2.513050671860536,1.9076789744137481,3.551067486085832,1.0675829548115452,0.7107602203944775,1.5744196618575044
3,1.677301827041188,1.264834411415462,2.196009743915489,0.6099421726984526,0.45927907088053516,0.9155195491454757
4,1.4027373554288183,0.8384508207735689,2.7216265969215114,0.23985958693449555,0.3091054587613607,0.7136441869312455
5,0.6451842891618781,0.5653865454380778,1.959476895116358,0.23288866456224758,0.14184807815568615,0.6075821107486377
6,0.3779856103588179,0.5837833714199271,0.5899158812988249,0.2068618213870998,0.1832721884704725,0.26754961759353807
7,0.39760879192694987,0.5579538849723993,0.5576100528369341,0.17724989502624355,0.17806098078730137,0.25356796415394106
8,0.41092200292957226,0.47978686510351476,0.5211084269754684,0.13575028019838417,0.18482966055586655,0.21638492190204178
9,0.36027643009707994,0.4102916268012746,0.8134344859213583,0.1739894189725505,0.12963888578853744,0.14844664153222575
10,0.3548301653253256,0.31089056383478303,0.43428437938953957,0.17568421286997565,0.12602609360963388,0.1753640315318665
11,0.27579919831675126,0.2520249113830791,0.41674988278086367,0.19289750671398967,0.1403280904537037,0.07790189991977806
12,0.282943392134135,0.23175554962411557,0.2287414680014571,0.1372964691660637,0.09099474878837774,0.11990528184761384
13,0.22478734548927248,0.19289143779549206,0.17618119103949187,0.11143996798553607,0.08303394740306777,0.158883641974427
14,0.24408451862975936,0.14372007141268514,0.2313435704810643,0.10673774539280774,0.09003831970640232,0.06018158082142788
15,0.23547451604805544,0.13027388776789206,0.23701752194033782,0.10482348116257355,0.07138479893350155,0.043723170063474856
16,0.18305924485730463,0.15615675375970436,0.20435869172757332,0.09575561064427954,0.06834548385174041,0.08216549890177041
17,0.15607119509080664,0.1360262961311664,0.17881635213017882,0.11634117478110421,0.06547673903059459,0.08447803730442704
18,0.11377644089282937,0.09328338750796174,0.17226524693693263,0.09116270576625381,0.06321613870178523,0.06786915561327482
19,0.1221618691972271,0.13287779874697206,0.18825409592588743,0.06865026011892884,0.06805220363261942,0.04414190705682045
20,0.17117165195356124,0.1645610465167765,0.21752694044568957,0.09997415975011288,0.04918495058659167,0.059681759536381815
21,0.18299712408476249,0.2299117294553561,0.1540616666894546,0.09034199822879772,0.04585908844123168,0.026950935541358845
22,0.22912766876297172,0.3098102685049611,0.15871852601932018,0.1155316423719043,0.06272063523299815,0.06524152425157378
23,0.3709218798910907,0.41488869711138854,0.20578166937504688,0.14512344924500928,0.08316743252628428,0.0902479930765482
24,0.5055329841192053,0.5822326264033334,0.16468190152057824,0.15970740864918306,0.09504190232997319,0.10235716891433037
25,0.4458349065528979,0.48913648311586877,0.11653876130747183,0.10517058307183932,0.0696133943982216,0.10212911021232554
26,0.33135082707762636,0.32038215615499305,0.1753037370760504,0.08834333229829865,0.054682894026237654,0.09566852265952923
27,0.29020227489841793,0.29838202129350966,0.23060170904316307,0.10125820241511313,0.05444042891459971,0.09150607720119033
28,0.19527761891817533,0.16707474931854105,0.1403723769897868,0.08576693887453697,0.061010462689195126,0.09319481059917244
29,0.13304522815295927,0.11637560215663223,0.10461354425604259,0.07949185675351601,0.05655193349882325,0.12416030614828347
30,0.09031609254870368,0.14319391318474514,0.10255111931389557,0.0861543866748539,0.044199743960773884,0.07835475122037969
31,0.10488324363226802,0.08060762411807088,0.10816907738704624,0.06700154222576186,0.052543186297344606,0.06093050132244231
32,0.1134626837523133,0.12211718874873553,0.14166464055771372,0.043745155540413715,0.03881389309830844,0.10011421504079562
33,0.09147071762331509,0.13380757088257372,0.16652306097149508,0.041974192086036616,0.033818201183534756,0.15123135484874495
34,0.11255329026305988,0.09657500975811985,0.1224394165910712,0.05565864973827514,0.029794142384725577,0.0658691396911218
35,0.10258483107233864,0.06374807196141279,0.11262448192759092,0.05143440861198842,0.03597322019716366,0.04860424688809547
36,0.059672755967925824,0.055477802946770315,0.14092864434047148,0.038598167051032514,0.03155991407903116,0.08221641351110962
37,0.05596904424021573,0.05283312510181383,0.09265407414734936,0.0494658211649489,0.026982566587183014,0.08487458413157245
38,0.05725442780572808,0.06286384880154104,0.048825259709222205,0.058516533742915496,0.029319978320967326,0.0803948924753853
39,0.0499133144157788,0.05862816945998071,0.04618633813212499,0.04205466461061268,0.031798649655017865,0.06295751527888836
40,0.062240157260385356,0.05727511814514262,0.056601155635869524,0.03721603563911434,0.0324529306979859,0.05871913214924305
41,0.05649488110391167,0.053919093477586756,0.058881646242430766,0.044541067897495915,0.030231751062220334,0.04835653035342026
42,0.04754258159787959,0.058200894605048986,0.08288797606515456,0.02854783440204743,0.023861662757205335,0.04471891713072708
43,0.049868741536022394,0.06277665875210875,0.05199592926667947,0.02837662902525995,0.022076008269723536,0.012174289444426865
44,0.03115758468824322,0.042952704389165784,0.03752065810743171,0.032127832242923884,0.025431838191131872,0.018694525913579077
45,0.05117351190158856,0.03146487123988652,0.044507784231074037,0.033641124163210384,0.018254764694217104,0.026855122590762677
46,0.0451368419764692,0.026938279832151673,0.030611900842475094,0.029440652764635214,0.020306339994480022,0.04567360222836918
47,0.024367140395962047,0.02714914749166032,0.01559064241219621,0.03359034303928592,0.0249758756786101,0.03138948649958591
48,0.03554795295984649,0.03256193080956409,0.040713479928323505,0.03469380045295588,0.02496049024588195,0.036852238068591565
49,0.032100768047751166,0.028365820496554346,0.032852359380553545,0.03080937558790545,0.02251356209290747,0.036336491346541835
50,0.027765457421488983,0.03033913438507279,0.02594488677924601,0.02731215924192125,0.020043953660149185,0.04380137728450369
51,0.027010457217895325,0.02601874006107485,0.03544750570371054,0.0181588189341248,0.022473082290763394,0.04358141203162817
52,0.02196246292405539,0.022121663329405954,0.02978349919080773,0.01704094770341044,0.025671023122571815,0.045072186401458096
53,0.033998217357273285,0.023987357472862143,0.037264451181533625,0.017881905119770645,0.026578946852672352,0.05320463529732503
54,0.03191002797551663,0.021974705336388144,0.029460158458466813,0.02247781853376616,0.027806235976200296,0.03618066487748018
55,0.030204165051629036,0.02244202944908413,0.010313478872991003,0.028215641454589106,0.019832438208844824,0.04637624677841985
56,0.02715471179388727,0.02274216110978814,0.014467961558863412,0.02194884191413465,0.018126105810062756,0.03336928693715552
57,0.024434347112743362,0.01927410021468027,0.02643433315018744,0.022685846523866394,0.019251499197587497,0.018931604809437088
