onset,duration,description
1970-01-01 00:02:17.697314,0.5747628169014263,BAD_01
1970-01-01 00:02:41.615407,0.7212709859155098,BAD_01
1970-01-01 00:03:04.455412,2.4455594366197033,BAD_01
1970-01-01 00:03:30.815247,11.393827605633817,BAD_01
1970-01-01 00:03:55.499691,3.7866726760563267,BAD_01
1970-01-01 00:04:12.505726,3.0090523943661935,BAD_01
1970-01-01 00:04:58.384775,1.0255571830986128,BAD_01
1970-01-01 00:05:55.409532,4.631912112676048,BAD_01
1970-01-01 00:06:06.322391,0.4620642253520941,BAD_01
1970-01-01 00:06:33.245719,0.5522230985915257,BAD_01
1970-01-01 00:06:39.917476,0.7325408450704458,BAD_01
1970-01-01 00:06:48.989530,1.4650816901408916,BAD_01
1970-01-01 00:06:57.419385,2.073654084507041,BAD_01
1970-01-01 00:07:06.739376,2.3103211267605275,BAD_01
1970-01-01 00:07:46.288581,4.4290546478873125,BAD_01
1970-01-01 00:08:04.710801,3.324608450704204,BAD_01
1970-01-01 00:08:30.556041,2.7498456338028063,BAD_01
1970-01-01 00:09:02.952703,2.0623842253521616,BAD_01
1970-01-01 00:09:27.979060,2.7611154929577424,BAD_01
1970-01-01 00:09:55.533501,4.350165633802817,BAD_01
1970-01-01 00:10:11.615407,2.1638129577464724,BAD_01
1970-01-01 00:10:33.294616,2.107463661971906,BAD_01
1970-01-01 00:10:52.494456,1.8482569014084902,BAD_01
1970-01-01 00:11:13.012870,2.1412732394366003,BAD_01
1970-01-01 00:11:32.595885,2.6484169014084955,BAD_01
1970-01-01 00:11:57.246519,2.524448450704199,BAD_01
1970-01-01 00:12:24.545571,2.6709566197183676,BAD_01
1970-01-01 00:12:49.173665,2.411749859154952,BAD_01
1970-01-01 00:13:42.866362,2.68222647887319,BAD_01
1970-01-01 00:15:39.789690,2.7949250704225506,BAD_01
1970-01-01 00:15:48.110481,0.7663504225351971,BAD_01
1970-01-01 00:15:55.402080,0.608572394366206,BAD_01
