onset,duration,description
1970-01-01 00:00:00.022544,0.732687323943662,BAD_01
1970-01-01 00:00:31.022535,1.3188371830985908,BAD_01
1970-01-01 00:04:26.856672,1.0088540845070497,BAD_01
1970-01-01 00:04:40.506427,1.093394929577471,BAD_01
1970-01-01 00:04:57.871162,2.20933408450702,BAD_01
1970-01-01 00:05:02.936385,1.8542625352113191,BAD_01
1970-01-01 00:05:07.964566,2.1135211267605882,BAD_01
1970-01-01 00:05:14.954094,3.1956439436619917,BAD_01
1970-01-01 00:05:22.823664,3.821246197183143,BAD_01
1970-01-01 00:05:31.730269,5.636056338028197,BAD_01
1970-01-01 00:05:43.860699,2.801120000000026,BAD_01
1970-01-01 00:05:50.380025,3.8099740845070755,BAD_01
1970-01-01 00:06:09.401760,1.3864698591549427,BAD_01
1970-01-01 00:06:26.304338,5.816410140845107,BAD_01
1970-01-01 00:06:39.057961,4.097412957746485,BAD_01
1970-01-01 00:06:58.731069,3.043470422535222,BAD_01
1970-01-01 00:07:10.055543,3.359089577464829,BAD_01
1970-01-01 00:07:21.095804,2.7954839436620205,BAD_01
1970-01-01 00:07:31.417059,2.1755177464788744,BAD_01
1970-01-01 00:07:58.539443,5.534607323943703,BAD_01
1970-01-01 00:08:16.760859,2.6094940845070482,BAD_01
